Order_ID,Order_Date,Shipment_Date,Delivery_Date,Month,Quarter,Year,Region,Warehouse,Supplier,Product_Category,Product,Units_Ordered,Units_Shipped,Inventory_On_Hand,Reorder_Level,Lead_Time_Days,Delivery_Status,Delivery_Delay_Days,Transportation_Cost,Inventory_Holding_Cost,Demand_Forecast,Actual_Demand
ORD-1268,2025-08-17,2025-08-19,2025-08-26,Aug,Q3,2025,East,Kolkata-W5,Delta Freight,Electronics,Tablet,367,315,496,475,7,On-Time,0,19775.57,13869.6,408,395
ORD-1269,2025-08-02,2025-08-05,2025-08-12,Aug,Q3,2025,East,Bhubaneswar-W6,ClearPath Distributors,Electronics,Tablet,176,170,1558,596,7,Delayed,6,11043.76,15193.51,485,489
ORD-1270,2025-04-01,2025-04-03,2025-04-17,Apr,Q2,2025,East,Bhubaneswar-W6,IndoTrans Pvt Ltd,Electronics,Smartphone,380,357,1823,437,14,On-Time,0,11300.08,11695.12,190,174
ORD-1271,2025-10-03,2025-10-04,2025-10-17,Oct,Q4,2025,North,Delhi-W1,IndoTrans Pvt Ltd,Electronics,Smart Watch,443,415,1956,187,13,On-Time,0,29456.12,19977.11,298,281
ORD-1272,2024-06-01,2024-06-03,2024-06-11,Jun,Q2,2024,South,Bengaluru-W4,ClearPath Distributors,Pharma,Paracetamol,253,228,121,394,8,On-Time,0,41294.3,13052.65,136,124
ORD-1273,2024-05-23,2024-05-25,2024-05-29,May,Q2,2024,South,Chennai-W3,HyperChain Corp,Apparel,T-Shirt,162,156,574,214,4,Delayed,4,6926.38,5721.93,562,504
ORD-1274,2025-02-01,2025-02-03,2025-02-12,Feb,Q1,2025,North,Delhi-W1,FastTrack Carriers,Electronics,Tablet,477,458,1285,707,9,On-Time,0,21949.68,8813.33,360,340
ORD-1275,2024-03-20,2024-03-23,2024-03-29,Mar,Q1,2024,West,Mumbai-W7,IndoTrans Pvt Ltd,Pharma,Sanitizer,468,458,1097,643,6,On-Time,0,5296.9,17876.62,229,265
ORD-1276,2024-03-19,2024-03-22,2024-04-03,Mar,Q1,2024,East,Kolkata-W5,ClearPath Distributors,FMCG,Shampoo,235,220,1773,271,12,On-Time,0,23657.62,7944.05,97,98
ORD-1277,2025-05-05,2025-05-07,2025-05-12,May,Q2,2025,South,Bengaluru-W4,Apex Logistics,FMCG,Detergent,115,107,429,287,5,On-Time,0,6763.59,12300.85,58,68
ORD-1278,2024-07-03,2024-07-06,2024-07-14,Jul,Q3,2024,North,Lucknow-W2,BlueStar Supply Co,FMCG,Cooking Oil,360,359,1876,643,8,Delayed,7,32037.74,16303.09,509,460
ORD-1279,2025-09-30,2025-10-03,2025-10-13,Sep,Q3,2025,East,Kolkata-W5,FastTrack Carriers,Pharma,Paracetamol,167,151,370,261,10,Delayed,9,43681.63,11078.47,287,254
ORD-1280,2025-09-12,2025-09-13,2025-09-17,Sep,Q3,2025,West,Mumbai-W7,IndoTrans Pvt Ltd,Automotive,Brake Pad,97,89,366,767,4,On-Time,0,5054.01,18879.23,410,387
ORD-1281,2025-06-18,2025-06-20,2025-06-27,Jun,Q2,2025,North,Lucknow-W2,Delta Freight,Pharma,Face Mask,229,214,1618,739,7,Delayed,3,16453.31,15785.46,577,505
ORD-1282,2024-10-17,2024-10-20,2024-10-30,Oct,Q4,2024,West,Ahmedabad-W8,Delta Freight,Electronics,Laptop,345,320,1164,157,10,On-Time,0,14243.84,16477.17,235,249
ORD-1283,2024-06-07,2024-06-09,2024-06-21,Jun,Q2,2024,East,Bhubaneswar-W6,IndoTrans Pvt Ltd,Pharma,Sanitizer,363,323,1493,556,12,On-Time,0,23595.27,16108.19,250,287
ORD-1284,2025-07-26,2025-07-29,2025-08-07,Jul,Q3,2025,East,Bhubaneswar-W6,JetStream Logistics,Apparel,Sneakers,426,370,1869,271,9,On-Time,0,25096.77,14587.61,102,122
ORD-1285,2025-06-04,2025-06-06,2025-06-20,Jun,Q2,2025,East,Kolkata-W5,ClearPath Distributors,Pharma,Paracetamol,461,398,397,632,14,On-Time,0,24591.98,3153.45,145,153
ORD-1286,2025-09-15,2025-09-16,2025-09-29,Sep,Q3,2025,West,Ahmedabad-W8,JetStream Logistics,Automotive,Tyre,414,411,217,329,13,On-Time,0,24753.74,5630.73,440,376
ORD-1287,2025-06-14,2025-06-16,2025-06-21,Jun,Q2,2025,North,Delhi-W1,JetStream Logistics,FMCG,Detergent,234,207,100,311,5,Delayed,5,40085.28,8356.3,232,242
ORD-1288,2024-07-24,2024-07-27,2024-07-29,Jul,Q3,2024,North,Delhi-W1,IndoTrans Pvt Ltd,Apparel,Jacket,227,225,666,381,2,On-Time,0,13753.63,18734.85,267,334
ORD-1289,2024-06-28,2024-06-30,2024-07-10,Jun,Q2,2024,North,Delhi-W1,IndoTrans Pvt Ltd,Apparel,Jacket,109,105,627,700,10,On-Time,0,30870.22,14495.45,238,233
ORD-1290,2024-09-06,2024-09-08,2024-09-22,Sep,Q3,2024,West,Ahmedabad-W8,JetStream Logistics,Electronics,Smart Watch,109,96,883,798,14,On-Time,0,14917.2,14621.17,415,449
ORD-1291,2024-12-27,2024-12-30,2025-01-09,Dec,Q4,2024,North,Lucknow-W2,Delta Freight,Apparel,T-Shirt,254,241,1781,500,10,Delayed,3,26445.0,8363.68,511,497
ORD-1292,2024-07-06,2024-07-09,2024-07-21,Jul,Q3,2024,South,Bengaluru-W4,Delta Freight,FMCG,Shampoo,496,441,569,357,12,On-Time,0,42635.06,8408.49,369,438
ORD-1293,2024-03-21,2024-03-24,2024-04-05,Mar,Q1,2024,West,Mumbai-W7,IndoTrans Pvt Ltd,Electronics,Smart Watch,240,226,1108,738,12,On-Time,0,27086.24,19719.1,510,508
ORD-1294,2025-02-11,2025-02-12,2025-02-26,Feb,Q1,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Pharma,Face Mask,326,278,811,553,14,On-Time,0,39915.68,10229.53,109,101
ORD-1295,2025-04-16,2025-04-18,2025-05-01,Apr,Q2,2025,North,Delhi-W1,Delta Freight,Pharma,Paracetamol,216,195,1865,415,13,Delayed,5,15671.26,10484.22,330,353
ORD-1296,2024-07-07,2024-07-09,2024-07-17,Jul,Q3,2024,South,Bengaluru-W4,FastTrack Carriers,Apparel,Sneakers,193,177,1270,284,8,On-Time,0,35870.54,16655.43,371,409
ORD-1297,2024-08-29,2024-09-01,2024-09-09,Aug,Q3,2024,West,Mumbai-W7,ClearPath Distributors,FMCG,Cooking Oil,462,393,963,661,8,Delayed,9,29029.22,7683.09,265,289
ORD-1298,2025-07-29,2025-08-01,2025-08-03,Jul,Q3,2025,West,Mumbai-W7,ClearPath Distributors,Electronics,Smartphone,466,413,1818,794,2,Delayed,6,16689.61,8485.52,381,325
ORD-1299,2024-09-20,2024-09-22,2024-09-24,Sep,Q3,2024,West,Mumbai-W7,FastTrack Carriers,Automotive,Engine Oil,345,323,1429,701,2,Delayed,5,20979.91,14117.47,320,289
ORD-1300,2025-04-02,2025-04-03,2025-04-11,Apr,Q2,2025,East,Bhubaneswar-W6,ClearPath Distributors,FMCG,Biscuits,265,250,1270,564,8,On-Time,0,8210.48,4915.99,144,156
ORD-1301,2025-10-30,2025-11-01,2025-11-14,Oct,Q4,2025,East,Bhubaneswar-W6,EcoShip India,Pharma,Sanitizer,432,405,1022,573,13,Delayed,1,10626.8,6223.29,197,168
ORD-1302,2025-12-18,2025-12-21,2025-12-24,Dec,Q4,2025,South,Chennai-W3,GlobalLink Supply,Electronics,Laptop,82,81,1069,711,3,Delayed,7,28579.23,19928.25,84,93
ORD-1303,2024-06-08,2024-06-09,2024-06-21,Jun,Q2,2024,West,Ahmedabad-W8,Delta Freight,FMCG,Biscuits,276,260,368,689,12,On-Time,0,6285.71,13943.88,559,480
ORD-1304,2025-05-02,2025-05-04,2025-05-19,May,Q2,2025,East,Bhubaneswar-W6,ClearPath Distributors,Automotive,Engine Oil,352,330,1392,727,15,On-Time,0,33790.39,11608.11,474,505
ORD-1305,2025-07-06,2025-07-07,2025-07-21,Jul,Q3,2025,North,Lucknow-W2,EcoShip India,Apparel,Sneakers,183,159,121,150,14,On-Time,0,39123.21,4453.41,183,186
ORD-1306,2024-01-09,2024-01-12,2024-01-21,Jan,Q1,2024,West,Ahmedabad-W8,Apex Logistics,Pharma,Sanitizer,355,314,114,711,9,On-Time,0,23528.11,12089.98,217,242
ORD-1307,2025-10-23,2025-10-25,2025-11-09,Oct,Q4,2025,West,Mumbai-W7,EcoShip India,Electronics,Smart Watch,370,327,1665,777,15,On-Time,0,35808.81,7124.18,425,420
ORD-1308,2024-10-02,2024-10-04,2024-10-09,Oct,Q4,2024,North,Delhi-W1,ClearPath Distributors,Apparel,T-Shirt,376,345,1027,428,5,On-Time,0,27139.82,7771.59,95,117
ORD-1309,2025-07-01,2025-07-02,2025-07-06,Jul,Q3,2025,North,Lucknow-W2,EcoShip India,FMCG,Cooking Oil,422,359,284,304,4,Delayed,4,20386.08,7608.38,448,449
ORD-1310,2025-01-15,2025-01-17,2025-01-30,Jan,Q1,2025,North,Lucknow-W2,BlueStar Supply Co,FMCG,Detergent,186,179,246,706,13,On-Time,0,13648.65,17147.71,436,458
ORD-1311,2024-01-13,2024-01-14,2024-01-28,Jan,Q1,2024,South,Bengaluru-W4,HyperChain Corp,FMCG,Detergent,151,138,1678,246,14,On-Time,0,49195.21,10510.86,459,388
ORD-1312,2024-11-26,2024-11-27,2024-12-09,Nov,Q4,2024,North,Delhi-W1,EcoShip India,Pharma,Sanitizer,151,136,206,373,12,On-Time,0,15618.46,9814.91,40,47
ORD-1313,2024-10-09,2024-10-12,2024-10-15,Oct,Q4,2024,West,Mumbai-W7,Apex Logistics,Electronics,Smart Watch,402,377,860,241,3,Delayed,8,9113.07,13135.61,612,516
ORD-1314,2025-10-02,2025-10-03,2025-10-05,Oct,Q4,2025,East,Kolkata-W5,IndoTrans Pvt Ltd,Electronics,Smartphone,299,264,1243,505,2,On-Time,0,24742.35,5473.38,372,392
ORD-1315,2024-05-17,2024-05-19,2024-05-21,May,Q2,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Apparel,Sneakers,147,137,1213,506,2,On-Time,0,26077.76,17617.91,403,346
ORD-1316,2025-07-21,2025-07-22,2025-07-25,Jul,Q3,2025,South,Bengaluru-W4,EcoShip India,Apparel,Jacket,282,239,1406,668,3,On-Time,0,13349.04,2336.96,452,478
ORD-1317,2025-09-27,2025-09-28,2025-10-05,Sep,Q3,2025,North,Lucknow-W2,Delta Freight,Automotive,Battery,442,412,1355,439,7,On-Time,0,33840.68,3988.35,326,307
ORD-1318,2024-02-14,2024-02-15,2024-02-19,Feb,Q1,2024,North,Delhi-W1,BlueStar Supply Co,Pharma,Vitamin C,100,85,1414,547,4,On-Time,0,28661.96,14623.65,140,171
ORD-1319,2024-08-14,2024-08-17,2024-08-30,Aug,Q3,2024,North,Delhi-W1,Delta Freight,Pharma,Paracetamol,289,280,224,519,13,On-Time,0,47220.97,9487.16,254,228
ORD-1320,2024-02-29,2024-03-03,2024-03-09,Feb,Q1,2024,North,Delhi-W1,EcoShip India,Electronics,Smartphone,315,272,1585,386,6,On-Time,0,13525.72,11471.46,171,167
ORD-1321,2024-07-02,2024-07-05,2024-07-18,Jul,Q3,2024,West,Mumbai-W7,JetStream Logistics,Apparel,Sneakers,409,388,1908,256,13,Delayed,3,29748.45,11084.47,324,376
ORD-1322,2025-09-06,2025-09-08,2025-09-15,Sep,Q3,2025,East,Bhubaneswar-W6,FastTrack Carriers,Pharma,Face Mask,472,452,1346,396,7,On-Time,0,14626.77,15782.75,564,514
ORD-1323,2025-01-03,2025-01-05,2025-01-14,Jan,Q1,2025,West,Mumbai-W7,Apex Logistics,Apparel,T-Shirt,315,274,1923,459,9,Delayed,4,14667.03,7668.28,491,435
ORD-1324,2025-12-07,2025-12-09,2025-12-19,Dec,Q4,2025,South,Chennai-W3,Apex Logistics,Pharma,Sanitizer,129,112,851,746,10,Delayed,5,41498.34,3654.29,250,244
ORD-1325,2024-08-10,2024-08-13,2024-08-16,Aug,Q3,2024,East,Bhubaneswar-W6,ClearPath Distributors,Pharma,Paracetamol,354,335,176,740,3,On-Time,0,40105.49,18593.69,198,211
ORD-1326,2025-03-20,2025-03-22,2025-04-06,Mar,Q1,2025,North,Delhi-W1,JetStream Logistics,Electronics,Smart Watch,77,68,184,476,15,On-Time,0,11731.1,11043.23,131,153
ORD-1327,2025-11-20,2025-11-23,2025-12-01,Nov,Q4,2025,West,Mumbai-W7,Delta Freight,Pharma,Sanitizer,452,410,370,494,8,Delayed,10,38539.18,11866.74,145,174
ORD-1328,2025-05-28,2025-05-30,2025-06-13,May,Q2,2025,South,Chennai-W3,HyperChain Corp,Automotive,Engine Oil,299,271,1270,350,14,On-Time,0,49868.54,11436.46,135,164
ORD-1329,2025-03-16,2025-03-18,2025-03-30,Mar,Q1,2025,North,Delhi-W1,GlobalLink Supply,Pharma,Sanitizer,228,200,805,758,12,On-Time,0,39635.66,5046.59,229,219
ORD-1330,2025-03-28,2025-03-31,2025-04-04,Mar,Q1,2025,West,Mumbai-W7,Delta Freight,FMCG,Biscuits,129,124,1846,237,4,Delayed,1,15937.17,13178.04,131,115
ORD-1331,2024-10-21,2024-10-22,2024-10-29,Oct,Q4,2024,North,Lucknow-W2,HyperChain Corp,Pharma,Paracetamol,219,193,1201,366,7,Delayed,9,38765.98,11878.4,390,358
ORD-1332,2024-05-24,2024-05-27,2024-06-09,May,Q2,2024,North,Lucknow-W2,JetStream Logistics,Automotive,Brake Pad,180,157,681,355,13,On-Time,0,32808.41,2955.53,441,375
ORD-1333,2024-03-09,2024-03-11,2024-03-23,Mar,Q1,2024,East,Bhubaneswar-W6,BlueStar Supply Co,Electronics,Tablet,494,485,891,386,12,On-Time,0,27884.31,14774.4,464,502
ORD-1334,2025-09-03,2025-09-06,2025-09-09,Sep,Q3,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Pharma,Paracetamol,70,62,1184,462,3,On-Time,0,22702.99,4826.09,232,217
ORD-1335,2024-12-29,2025-01-01,2025-01-07,Dec,Q4,2024,South,Bengaluru-W4,Apex Logistics,Apparel,Sneakers,467,466,1236,436,6,Delayed,6,45372.89,13824.77,91,84
ORD-1336,2025-06-17,2025-06-20,2025-07-01,Jun,Q2,2025,South,Bengaluru-W4,Delta Freight,Automotive,Engine Oil,268,266,1963,769,11,On-Time,0,29400.52,5721.63,113,110
ORD-1337,2025-12-01,2025-12-02,2025-12-17,Dec,Q4,2025,South,Bengaluru-W4,IndoTrans Pvt Ltd,FMCG,Cooking Oil,444,387,1256,311,15,On-Time,0,30080.31,19074.83,87,100
ORD-1338,2024-05-29,2024-06-01,2024-06-03,May,Q2,2024,East,Bhubaneswar-W6,GlobalLink Supply,Apparel,Sneakers,431,426,1931,430,2,Delayed,4,9804.71,5325.44,513,430
ORD-1339,2025-09-23,2025-09-25,2025-10-06,Sep,Q3,2025,South,Chennai-W3,Delta Freight,Electronics,Tablet,90,85,1076,287,11,On-Time,0,32212.03,14816.34,201,231
ORD-1340,2025-01-31,2025-02-02,2025-02-11,Jan,Q1,2025,South,Chennai-W3,Delta Freight,FMCG,Detergent,259,249,130,426,9,On-Time,0,15014.94,14084.1,157,143
ORD-1341,2024-03-08,2024-03-09,2024-03-18,Mar,Q1,2024,West,Ahmedabad-W8,HyperChain Corp,FMCG,Cooking Oil,257,248,1345,539,9,On-Time,0,22736.78,18904.5,344,332
ORD-1342,2025-06-21,2025-06-24,2025-07-07,Jun,Q2,2025,North,Delhi-W1,HyperChain Corp,Pharma,Paracetamol,499,498,1162,700,13,On-Time,0,38082.65,12038.62,336,304
ORD-1343,2024-02-20,2024-02-21,2024-02-27,Feb,Q1,2024,West,Ahmedabad-W8,EcoShip India,Apparel,Sneakers,135,123,1355,205,6,On-Time,0,45665.4,10344.42,362,370
ORD-1344,2025-05-27,2025-05-28,2025-06-01,May,Q2,2025,South,Bengaluru-W4,GlobalLink Supply,Apparel,Sneakers,62,54,1308,356,4,On-Time,0,9058.08,7833.35,432,372
ORD-1345,2024-06-16,2024-06-19,2024-07-02,Jun,Q2,2024,North,Delhi-W1,BlueStar Supply Co,Pharma,Sanitizer,93,86,886,673,13,On-Time,0,12195.49,11906.23,68,62
ORD-1346,2024-12-09,2024-12-12,2024-12-27,Dec,Q4,2024,South,Chennai-W3,ClearPath Distributors,FMCG,Detergent,264,236,1595,606,15,Delayed,3,10289.93,4368.28,114,143
ORD-1347,2024-09-16,2024-09-17,2024-09-26,Sep,Q3,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Electronics,Smart Watch,171,150,1450,637,9,On-Time,0,24884.39,12821.9,38,43
ORD-1348,2025-07-14,2025-07-16,2025-07-27,Jul,Q3,2025,South,Chennai-W3,ClearPath Distributors,FMCG,Detergent,384,346,397,183,11,On-Time,0,42710.65,7371.95,426,511
ORD-1349,2024-04-21,2024-04-23,2024-04-27,Apr,Q2,2024,South,Bengaluru-W4,JetStream Logistics,Automotive,Engine Oil,283,272,837,186,4,Delayed,5,19526.98,18155.54,379,459
ORD-1350,2025-03-13,2025-03-16,2025-03-19,Mar,Q1,2025,East,Bhubaneswar-W6,ClearPath Distributors,Electronics,Tablet,218,202,1174,364,3,On-Time,0,32542.42,3967.44,492,413
ORD-1351,2025-06-25,2025-06-26,2025-07-05,Jun,Q2,2025,East,Bhubaneswar-W6,JetStream Logistics,Apparel,Jacket,319,298,1376,512,9,On-Time,0,32643.05,10935.14,434,413
ORD-1352,2025-05-19,2025-05-20,2025-05-31,May,Q2,2025,South,Bengaluru-W4,Delta Freight,Electronics,Laptop,62,57,1731,270,11,On-Time,0,14329.89,13075.54,243,252
ORD-1353,2024-12-07,2024-12-09,2024-12-19,Dec,Q4,2024,South,Chennai-W3,Delta Freight,Apparel,Jacket,454,390,714,668,10,On-Time,0,39516.47,4049.06,196,210
ORD-1354,2025-08-05,2025-08-08,2025-08-10,Aug,Q3,2025,South,Chennai-W3,FastTrack Carriers,Apparel,Sneakers,292,283,1422,289,2,On-Time,0,33224.02,18057.05,363,314
ORD-1355,2025-04-18,2025-04-20,2025-05-03,Apr,Q2,2025,North,Lucknow-W2,JetStream Logistics,Apparel,T-Shirt,156,146,779,512,13,Delayed,3,17620.7,2561.12,243,232
ORD-1356,2024-06-18,2024-06-21,2024-07-02,Jun,Q2,2024,West,Mumbai-W7,JetStream Logistics,Electronics,Tablet,411,402,1553,182,11,Delayed,2,27367.45,6277.56,306,271
ORD-1357,2024-11-05,2024-11-06,2024-11-16,Nov,Q4,2024,East,Kolkata-W5,BlueStar Supply Co,Apparel,T-Shirt,448,394,289,604,10,On-Time,0,40956.14,18289.2,103,118
ORD-1358,2025-05-10,2025-05-13,2025-05-28,May,Q2,2025,East,Bhubaneswar-W6,ClearPath Distributors,Electronics,Smartphone,155,148,1040,546,15,On-Time,0,28505.52,2073.98,422,517
ORD-1359,2025-08-31,2025-09-01,2025-09-08,Aug,Q3,2025,West,Mumbai-W7,BlueStar Supply Co,Automotive,Tyre,61,57,739,364,7,On-Time,0,13664.55,6979.69,225,203
ORD-1360,2025-11-18,2025-11-19,2025-11-25,Nov,Q4,2025,South,Chennai-W3,EcoShip India,Electronics,Laptop,368,343,309,361,6,On-Time,0,29721.45,6878.94,448,400
ORD-1361,2025-08-10,2025-08-11,2025-08-15,Aug,Q3,2025,North,Lucknow-W2,JetStream Logistics,Apparel,Sneakers,75,65,1064,201,4,Delayed,1,8875.38,9054.5,415,400
ORD-1362,2025-08-29,2025-09-01,2025-09-16,Aug,Q3,2025,West,Ahmedabad-W8,EcoShip India,Apparel,Jeans,415,399,1757,696,15,Delayed,8,30550.52,3672.49,525,450
ORD-1363,2025-04-24,2025-04-25,2025-05-04,Apr,Q2,2025,East,Bhubaneswar-W6,HyperChain Corp,FMCG,Shampoo,123,120,1363,414,9,On-Time,0,22643.46,14593.06,354,380
ORD-1364,2024-11-28,2024-11-30,2024-12-09,Nov,Q4,2024,North,Delhi-W1,HyperChain Corp,Electronics,Tablet,295,271,449,439,9,On-Time,0,32199.81,4293.09,88,92
ORD-1365,2024-04-19,2024-04-21,2024-05-01,Apr,Q2,2024,North,Lucknow-W2,IndoTrans Pvt Ltd,Pharma,Face Mask,352,321,1371,399,10,On-Time,0,48825.13,8908.7,189,214
ORD-1366,2025-12-11,2025-12-14,2025-12-22,Dec,Q4,2025,West,Ahmedabad-W8,IndoTrans Pvt Ltd,FMCG,Shampoo,389,369,1614,737,8,On-Time,0,10144.53,12729.36,210,206
ORD-1367,2025-03-31,2025-04-01,2025-04-07,Mar,Q1,2025,West,Mumbai-W7,JetStream Logistics,Electronics,Smart Watch,217,200,1452,212,6,Delayed,3,44926.77,18258.61,410,365
ORD-1368,2024-05-30,2024-06-02,2024-06-06,May,Q2,2024,West,Ahmedabad-W8,GlobalLink Supply,Automotive,Battery,150,132,1896,474,4,Delayed,5,46332.57,18860.18,485,407
ORD-1369,2024-12-18,2024-12-19,2024-12-30,Dec,Q4,2024,North,Lucknow-W2,ClearPath Distributors,Apparel,T-Shirt,239,235,208,150,11,On-Time,0,41933.9,8466.4,438,480
ORD-1370,2024-02-01,2024-02-02,2024-02-10,Feb,Q1,2024,West,Ahmedabad-W8,GlobalLink Supply,Pharma,Face Mask,272,253,1456,327,8,On-Time,0,13470.21,8922.71,484,513
ORD-1371,2025-03-03,2025-03-04,2025-03-10,Mar,Q1,2025,South,Chennai-W3,Apex Logistics,Electronics,Laptop,123,117,1096,597,6,On-Time,0,11109.91,4469.96,436,452
ORD-1372,2025-04-11,2025-04-14,2025-04-25,Apr,Q2,2025,West,Mumbai-W7,HyperChain Corp,Automotive,Battery,332,323,887,513,11,Delayed,7,32205.8,12402.89,516,473
ORD-1373,2025-12-30,2026-01-02,2026-01-08,Dec,Q4,2025,West,Ahmedabad-W8,Apex Logistics,Electronics,Smart Watch,410,371,1288,643,6,On-Time,0,8602.84,15143.34,368,309
ORD-1374,2024-10-13,2024-10-15,2024-10-25,Oct,Q4,2024,North,Delhi-W1,Delta Freight,Pharma,Paracetamol,400,378,1734,743,10,On-Time,0,7374.84,8183.83,352,438
ORD-1375,2025-04-09,2025-04-12,2025-04-21,Apr,Q2,2025,East,Bhubaneswar-W6,FastTrack Carriers,Apparel,Jacket,135,115,1990,761,9,On-Time,0,37713.73,12146.71,74,71
ORD-1376,2025-08-15,2025-08-16,2025-08-27,Aug,Q3,2025,North,Lucknow-W2,JetStream Logistics,Electronics,Tablet,298,256,1135,228,11,On-Time,0,17503.2,4385.7,166,183
ORD-1377,2024-09-20,2024-09-21,2024-10-04,Sep,Q3,2024,North,Delhi-W1,JetStream Logistics,FMCG,Cooking Oil,239,232,635,391,13,On-Time,0,40971.74,17516.26,256,215
ORD-1378,2024-05-28,2024-05-31,2024-06-15,May,Q2,2024,South,Bengaluru-W4,GlobalLink Supply,Pharma,Vitamin C,388,355,1405,321,15,Delayed,6,7444.66,6759.12,388,459
ORD-1379,2024-06-20,2024-06-22,2024-06-30,Jun,Q2,2024,West,Ahmedabad-W8,HyperChain Corp,Automotive,Engine Oil,244,232,898,635,8,Delayed,9,44162.5,2213.53,575,514
ORD-1380,2025-01-26,2025-01-29,2025-02-05,Jan,Q1,2025,North,Delhi-W1,IndoTrans Pvt Ltd,Apparel,Sneakers,362,357,1857,429,7,On-Time,0,17018.95,3768.98,387,375
ORD-1381,2025-04-17,2025-04-20,2025-05-03,Apr,Q2,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Apparel,Jeans,210,195,1477,158,13,On-Time,0,5538.26,3758.58,99,93
ORD-1382,2024-12-25,2024-12-26,2025-01-08,Dec,Q4,2024,East,Bhubaneswar-W6,Delta Freight,Electronics,Laptop,367,317,1316,372,13,On-Time,0,33713.73,14745.35,84,101
ORD-1383,2025-09-11,2025-09-12,2025-09-20,Sep,Q3,2025,South,Chennai-W3,ClearPath Distributors,Apparel,Jacket,289,274,255,614,8,On-Time,0,17437.26,9685.7,535,502
ORD-1384,2024-11-27,2024-11-29,2024-12-03,Nov,Q4,2024,North,Lucknow-W2,Apex Logistics,Pharma,Face Mask,220,219,628,421,4,Delayed,2,27127.48,18714.55,336,352
ORD-1385,2025-10-22,2025-10-24,2025-10-27,Oct,Q4,2025,South,Bengaluru-W4,Delta Freight,Automotive,Brake Pad,276,264,311,185,3,Delayed,10,37739.53,15990.27,56,49
ORD-1386,2024-06-01,2024-06-04,2024-06-16,Jun,Q2,2024,North,Delhi-W1,GlobalLink Supply,Apparel,Jeans,408,366,901,738,12,Delayed,8,26516.27,9270.43,458,412
ORD-1387,2024-03-12,2024-03-15,2024-03-20,Mar,Q1,2024,North,Lucknow-W2,HyperChain Corp,Electronics,Tablet,220,209,920,206,5,On-Time,0,48147.07,3632.01,357,313
ORD-1388,2024-12-14,2024-12-15,2024-12-30,Dec,Q4,2024,West,Ahmedabad-W8,Delta Freight,FMCG,Detergent,246,233,712,549,15,On-Time,0,33377.77,8466.7,95,83
ORD-1389,2025-03-24,2025-03-27,2025-04-01,Mar,Q1,2025,South,Chennai-W3,Delta Freight,Electronics,Smartphone,300,272,1723,703,5,On-Time,0,27485.79,19369.17,445,455
ORD-1390,2024-01-17,2024-01-18,2024-01-25,Jan,Q1,2024,North,Lucknow-W2,Apex Logistics,Pharma,Paracetamol,158,153,1466,685,7,On-Time,0,35513.5,17736.6,127,116
ORD-1391,2024-08-26,2024-08-27,2024-08-29,Aug,Q3,2024,South,Bengaluru-W4,Apex Logistics,Pharma,Paracetamol,174,166,367,164,2,Delayed,1,45709.81,16773.31,87,89
ORD-1392,2024-06-23,2024-06-26,2024-06-29,Jun,Q2,2024,North,Delhi-W1,HyperChain Corp,Automotive,Engine Oil,82,79,972,495,3,On-Time,0,49198.67,14211.16,174,206
ORD-1393,2025-12-01,2025-12-04,2025-12-14,Dec,Q4,2025,South,Bengaluru-W4,Delta Freight,Electronics,Smartphone,221,189,660,294,10,On-Time,0,12562.29,8658.69,120,124
ORD-1394,2025-08-18,2025-08-19,2025-08-23,Aug,Q3,2025,North,Lucknow-W2,ClearPath Distributors,Electronics,Smart Watch,91,77,467,241,4,On-Time,0,31717.87,7107.17,443,395
ORD-1395,2025-05-02,2025-05-05,2025-05-09,May,Q2,2025,South,Chennai-W3,EcoShip India,Automotive,Battery,260,230,457,775,4,On-Time,0,31832.24,14909.58,416,353
ORD-1396,2025-10-04,2025-10-06,2025-10-13,Oct,Q4,2025,West,Mumbai-W7,IndoTrans Pvt Ltd,FMCG,Shampoo,110,109,295,783,7,On-Time,0,39250.77,11715.01,149,152
ORD-1397,2025-10-03,2025-10-06,2025-10-11,Oct,Q4,2025,East,Kolkata-W5,Delta Freight,Electronics,Smartphone,400,390,1966,635,5,On-Time,0,12189.18,18608.11,70,67
ORD-1398,2024-10-18,2024-10-19,2024-10-27,Oct,Q4,2024,East,Bhubaneswar-W6,JetStream Logistics,Pharma,Paracetamol,103,98,1994,700,8,Delayed,1,26827.76,4089.17,445,498
ORD-1399,2025-03-31,2025-04-03,2025-04-14,Mar,Q1,2025,East,Bhubaneswar-W6,Delta Freight,Apparel,Jeans,448,388,566,250,11,Delayed,7,44144.88,8759.58,126,152
ORD-1400,2025-08-22,2025-08-24,2025-08-26,Aug,Q3,2025,West,Mumbai-W7,Delta Freight,Automotive,Battery,141,128,379,618,2,On-Time,0,33440.95,19560.01,133,143
ORD-1401,2024-02-02,2024-02-05,2024-02-16,Feb,Q1,2024,North,Lucknow-W2,ClearPath Distributors,Electronics,Smart Watch,284,259,1657,501,11,Delayed,5,32163.62,16211.85,432,366
